"1","2013-03-28","969","0","0","0","0","0","","","0","N/A","2013-01-01","0"
"2","2013-04-27","1001","32","24.20","484.00","","","","","508.20","0424178","2013-08-05",""
"3","2013-05-27","1028","27","20.10","402.00","","","","","422.10","0428711","2013-08-16",""
"4","2013-06-27","1045","17","12.25","245.00","","","","","257.25","0425743","2013-09-13",""
"5","2013-07-27","1060","15",\N,"215.00","0","0","","","215",\N,\N,\N
"6","2013-08-27","1078","18",\N,"260.00","0","0","","","260",\N,\N,\N
"7","2013-09-27","1110","32",\N,"484.00","0","0","","","484",\N,\N,\N
"8","2013-10-27","1140","30","","450.00","0","0","","","450.00","","",""
"9","2013-11-27","1168","28",\N,"418.00","0","0","","","418",\N,\N,\N
"10","2013-12-27","1190","22",\N,"322.00","00.00","00.00","","","322",\N,\N,\N
