"2","2007-01-26","439","8","7.00","140.00","","","",\N,"147.00","7215303","2007-06-12",""
"3","2007-02-26","450","11","7.75","155.00","","","",\N,"162.75","7215303","2007-06-12",""
"4","2007-03-26","461","11","7.75","155.00","","","",\N,"162.75","7215303","2007-06-12",""
"5","2007-04-26","479","18","13.00","260.00","","","",\N,"273.00","7215303","2007-06-12",""
"6","2007-05-26","502","23",\N,"338.00","0","0","",\N,"338",\N,\N,\N
"7","2007-06-26","531","29","","434.00","","","",\N,"434.00","7215658","2007-07-19",""
"8","2007-07-26","561","30",\N,"450.00","0","0","",\N,"450",\N,\N,\N
"9","2007-08-26","593","32",\N,"484.00","0","0","",\N,"484",\N,\N,\N
"10","2007-09-26","623","30",\N,"450.00","0","0","",\N,"450",\N,\N,\N
"11","2007-10-26","652","29",\N,"434.00","0","0","",\N,"434",\N,\N,\N
"12","2007-11-26","670","18","","260.00","0","0","",\N,"260","","","PL"
