"1","2012-12-26","1742","0","0","0","0","0","",\N,"0","N/A","2013-01-01","0"
"2","2013-01-26","1772","30","22.50","450.00","","","","","472.50","0160851","2013-05-23",""
"3","2013-02-26","1789","17","12.25","245.00","","","","","257.25","0160851","2013-05-23",""
"4","2013-03-26","1806","17","12.25","245.00","","","","","257.25","0160851","2013-05-23",""
"5","2013-04-26","1845","39","30.15","603.00","","","","","633.15","0566635","2013-08-29",""
"6","2013-05-26","1872","27","20.10","402.00","","","","","422.10","0566635","2013-08-29",""
"7","2013-06-26","1907","35","26.75","535.00","","","","","561.75","0566635","2013-08-29",""
"8","2013-07-26","1921","14","10.00","200.00","","","","","210.00","0566635","2013-08-29",""
"9","2013-08-26","1934","13","9.25","185.00","","","","","194.25","0566635","2013-08-29",""
"10","2013-09-26","1947","13","9.25","185.00","0","0","",\N,"194.25","0677118","2013-11-22",\N
"11","2013-10-26","1960","13","9.25","185.00","0","0","",\N,"194.25","0677118","2013-11-22",\N
"12","2013-11-26","1976","16",\N,"230.00","00.00","00.00","",\N,"230",\N,\N,\N
"13","2013-12-26","1985","9",\N,"140.00","00.00","00.00","",\N,"140",\N,\N,\N
