"1","2013-09-25","852","0","0","0","0","0","","","0","N/A","2008-01-01","0"
"2","2013-10-25","TPL","-852",\N,"","0","0","","","0",\N,\N,\N
"3","2013-11-25","tpl","0",\N,"140.00","00.00","00.00","","","140",\N,\N,\N
