"2","2007-11-25","7","7","","140.00","","233.35","","","","","",""
"3","2007-12-25","14","7",\N,"140.00","0","0","",\N,"140",\N,\N,\N
"4","2008-01-25","23","9",\N,"140.00","0","0","",\N,"140",\N,\N,\N
"5","2008-02-25","31","8",\N,"140.00","0","0","",\N,"140",\N,\N,\N
"6","2008-03-25","36","5",\N,"140.00","0","0","",\N,"140",\N,\N,\N
"7","2008-04-25","36","0","","","0","0","",\N,"0","","","PL"
