"2","2006-05-27","3","2","","28.00","","","","","28.00","7205333","0000-00-00",""
"3","2006-06-27","6","3",\N,"140.00","0","0","",\N,"140",\N,\N,\N
"4","2006-07-27","7","1",\N,"140.00","0","0","",\N,"140",\N,\N,\N
"5","2006-08-27","12","5",\N,"140.00","0","0","",\N,"140",\N,\N,\N
"6","2006-09-27","16","4",\N,"140.00","0","0","",\N,"140",\N,\N,\N
"7","2006-10-27","22","6",\N,"140.00","0","0","",\N,"140",\N,\N,\N
"8","2006-11-27","32","10",\N,"140.00","0","0","",\N,"140",\N,\N,\N
"9","2006-12-27","37","5",\N,"140.00","0","0","",\N,"140",\N,\N,\N
"10","2007-01-27","37","0",\N,"","0","0","",\N,"0",\N,\N,\N
"11","2007-02-27","38","1","","140.00","0","0","","","140","","","PL"
