"1","2012-10-25","1058","5","7","140","0","0","","","147","0072692","2012-12-04","0"
"2","2012-11-25","1058","0","","140","0","0","","","140","0072692","2012-12-04",""
"3","2012-12-25","1058","0","7.00","140.00","","","","","147.00","0159275","2013-03-14",""
"4","2013-01-25","1058","0","7.00","140.00","","","","","147.00","0160069","2013-04-16",""
"5","2013-02-25","1058","0","7.00","140.00","","","","","147.00","0160069","2013-04-16",""
"6","2013-03-25","15","15","","215","","","","","215","0160069","2013-04-16","NEW METER"
"7","2013-04-25","33","18","","260","","","","","260","0160456","2013-05-18",""
"8","2013-05-25","45","12","8.50","170.00","","","","","178.50","0338131","2013-06-28",""
"9","2013-06-25","59","14","10.00","200","","","","","210","0567572","2013-10-02",""
"10","2013-07-25","72","13","9.25","185","","","","","194.25","0567572","2013-10-02",""
"11","2013-08-25","84","12","8.5","170.00","0","0","","","178.50","0568526","2013-11-04",\N
"12","2013-09-25","95","11","7.75","155.00","0","0","","","162.75","0677474","2013-12-03",\N
"13","2013-10-25","108","13","9.25","185.00","0","0","","","194.25","0701624","2014-01-07",\N
"14","2013-11-25","120","12",\N,"170.00","00.00","00.00","","","170",\N,\N,\N
"15","2013-12-25","131","11",\N,"155.00","00.00","00.00","","","155",\N,\N,\N
