"2","2011-09-27","124","4","7.00","140.00","","","","","147.00","0822202","2012-07-13",""
"3","2011-10-27","128","4","7.00","140.00","","","","","147.00","0822959","2012-08-13",""
"4","2011-11-27","131","3",\N,"140.00","0","0","",\N,"140",\N,\N,\N
"6","2011-10-27","128","4","7.00","140.00","","","","","147.00","0822959","2012-08-13",""
"7","2011-12-27","131","0","","140","0","0","","","140","","",""
"8","2012-01-27","132","1",\N,"140.00","0","0","",\N,"140",\N,\N,\N
"9","2012-02-27","133","1","","140.00","0","0","","","140","","",""
"10","2012-03-27","136","3",\N,"140.00","0","0","",\N,"140",\N,\N,\N
"11","2012-04-27","141","5",\N,"140.00","0","0","",\N,"140",\N,\N,\N
"12","2012-05-27","144","3",\N,"140.00","0","0","",\N,"140",\N,\N,\N
"13","2012-06-27","149","5",\N,"140.00","0","0","",\N,"140",\N,\N,\N
"14","2012-07-27","153","4",\N,"140.00","0","0","",\N,"140",\N,\N,\N
"15","2012-08-27","158","5","","140.00","0","0","","","140","","","PL"
