"1","2012-12-27","231","0","0","0","0","0","",\N,"0","N/A","2013-01-01","0"
"2","2013-01-27","241","10","7.00","140.00","","","","","147.00","0423919","2013-07-26",""
"3","2013-02-27","251","10","7.00","140.00","","","","","147.00","0423919","2013-07-26",""
"4","2013-03-27","261","10","7.00","140.00","","","","","147.00","0423919","2013-07-26",""
"5","2013-04-27","271","10","7.00","140.00","","","","","147.00","0567776","2013-10-10",""
"6","2013-05-27","282","11","7.75","155.00","","","","","162.75","0567776","2013-10-10",""
"7","2013-06-27","295","13","9.25","185.00","","","","","194.25","0567776","2013-10-10",""
"8","2013-07-27","305","10","7.00","140.00","","","","","147.00","0567776","2013-10-10",""
"9","2013-08-27","317","12",\N,"170.00","0","0","",\N,"170",\N,\N,\N
"10","2013-09-27","328","11",\N,"155.00","0","0","",\N,"155",\N,\N,\N
"11","2013-10-27","337","9",\N,"140.00","0","0","",\N,"140",\N,\N,\N
"12","2013-11-27","346","9",\N,"140.00","00.00","00.00","",\N,"140",\N,\N,\N
"13","2013-12-27","355","9",\N,"140.00","00.00","00.00","",\N,"140",\N,\N,\N
