"1","brgy_1","24","1","16","21","22",""
"2","brgy_2_1","25","2","17","22","23",\N
"3","brgy_2_2","25","2","17","22","23",\N
"4","brgy_3","26","3","18","23","24",\N
"5","brgy_4_1","27","4","19","24","25",\N
"6","brgy_4_2","27","4","19","24","25",\N
"7","brgy_5","28","5","20","25","26",\N
"8","brgy_2_3","25","2","17","22","23",\N
"9","brgy_4_3","27","4","19","24","25",\N
