"1","2012-12-27","580","0","0","0","0","0","","","0","N/A","2013-01-01","0"
"2","2013-01-27","594","14","","200.00","","","","","200","0158813","2013-02-15",""
"3","2013-02-27","606","12","","170.00","","","","","170.00","0159087","2013-03-20",""
"4","2013-03-27","618","12","8.50","170.00","","","","","178.50","0337771","2013-06-11",""
"5","2013-04-27","632","14","10.00","200.00","","","","","210.00","0337771","2013-06-11",""
"6","2013-05-27","646","14","10.00","200.00","","","","","210.00","0423744","2013-07-22",""
"7","2013-06-27","661","15","10.75","215.00","","","","","225.75","0424562","2013-08-12",""
"8","2013-07-27","685","24","","354.00","","","","","354.00","0424562","2013-08-12",""
"9","2013-08-27","708","23","16.90","338.00","","","","","354.90","0567399","2013-09-27",""
"10","2013-09-27","724","16","11.50","230.00","","","","","241.50","0568175","2013-10-21",""
"11","2013-10-27","744","20","14.5","290.00","0","0","","","304.50","0701265","2013-12-12",\N
"12","2013-11-27","825","81",\N,"1317.00","00.00","00.00","","","1317",\N,\N,\N
"13","2013-12-27","836","11",\N,"155.00","00.00","00.00","","","155",\N,\N,\N
