"1","2012-12-24","1156","0","0","0","0","0","","","0","N/A","2013-01-22","0"
"2","2013-01-24","1165","9","7.00","140.00","","","","","147.00","0158791","2013-02-21",""
"3","2013-02-24","1174","9","7.00","140.00","","","","","147.00","0159472","2013-03-25",""
"4","2013-03-24","1185","11","","155.00","","","","","155.00","0159970","2013-04-16",""
"5","2013-04-24","1196","11","7.75","155.00","","","","","162.75","0423690","2013-07-22",""
"6","2013-05-24","1206","10","7.00","140.00","","","","","147.00","0566407","2013-08-22",""
"7","2013-06-24","1219","13","9.25","185.00","0","0","","","194.25","0568282","2013-10-24",\N
"8","2013-07-24","1230","11","7.75","155.00","0","0","","","162.75","0568731","2013-11-15",\N
"9","2013-08-24","1238","8","7","140.00","0","0","","","147.00","0568731","2013-11-15",\N
"11","2013-09-24","1247","9","7","140.00","0","0","","","147.00","0701809","2013-12-26",\N
"12","2013-10-24","1257","10","7","140.00","0","0","","","147.00","0701809","2013-12-26",""
"13","2013-11-24","1266","9",\N,"140.00","00.00","00.00","","","140",\N,\N,\N
"14","2013-12-24","1276","10",\N,"140.00","00.00","00.00","","","140",\N,\N,\N
