"1","2012-12-27","861","0","0","0","0","0","",\N,"0","N/A","2013-01-01","0"
"2","2013-01-27","870","9","","140.00","","","","","140.00","0158562","2013-02-20",""
"3","2013-02-27","887","17","12.25","245.00","","","","","257.25","0423761","2013-07-23",""
"4","2013-03-27","890","3","7.00","140.00","","","","","147.00","0423761","2013-07-23",""
"5","2013-04-27","913","23","16.90","338.00","","","","","354.90","0423761","2013-07-23",""
"6","2013-05-27","926","13","9.25","185.00","","","","","194.25","0423761","2013-07-23",""
"7","2013-06-27","934","8","7.00","140.00","","","","","147.00","0423761","2013-07-23",""
"8","2013-07-27","973","39","","603.00","","","","","603.00","0424523","2013-08-13","NEW METER"
"9","2013-08-27","7","7","7.00","140.00","","","","","147.00","0567690","2013-10-10",""
"10","2013-09-27","22","15","","215.00","","","","","215.00","0567690","2013-10-10",""
"11","2013-10-27","37","15","0","215.00","0","0","",\N,"215.00","0676866","2013-11-18",\N
"12","2013-11-27","52","15","10.75","215.00","00.00","00.00","",\N,"225.75","0701463","2014-01-06",\N
"13","2013-12-27","66","14","0","200.00","00.00","00.00","",\N,"200.00","0701463","2014-01-06",\N
