"1","2012-12-25","2485","0","0","0","0","0","","","0","0160268","2013-05-06","0"
"2","2013-01-25","2486","1","7.00","140.00","","","","","147.00","0160268","2013-05-06",""
"3","2013-02-25","2492","6","7.00","140.00","","","","","147.00","0160268","2013-05-06",""
"4","2013-03-25","2492","0","","","","RE-OPEN","","","500.00","0160268","2013-05-06",""
"5","2013-04-25","2492","0","","00","0","0","","","00","","",""
"6","2013-05-25","2497","5","","140.00","","","","","140.00","0337633","2013-06-07","TPL(06-07-13)"
"7","2013-06-25","2497","0",\N,"140.00","0","0","","","140.00",\N,\N,\N
