"1","2012-12-26","446","0","0","0","0","0","",\N,"0","N/A","2013-01-01","0"
"2","2013-01-26","448","2","","140.00","","","","","140.00","0158519","2013-02-18",""
"3","2013-02-26","455","7","","140.00","","","","","140.00","0159307","2013-03-15",""
"4","2013-03-26","464","9","","140.00","","","","","140.00","0160191","2013-04-23",""
"5","2013-04-26","474","10","7.00","140.00","","","","","147.00","0160858","2013-05-30",""
"6","2013-05-26","484","10","","140.00","","","","","140.00","0337720","2013-06-17",""
"7","2013-06-26","492","8","","140.00","","","","","140.00","0423384","2013-07-10",""
"8","2013-07-26","500","8","","140.00","","","","","140.00","0424461","2013-08-07",""
"9","2013-08-26","508","8","","140.00","","","","","140.00","0566748","2013-09-09",""
"10","2013-09-26","518","10","","140.00","","","","","140.00","0567661","2013-10-09",""
"11","2013-10-26","531","13","9.25","185.00","0","0","",\N,"194.25","0676905","2013-11-19",\N
"12","2013-11-26","544","13","0","185.00","00.00","00.00","",\N,"185.00","0701292","2013-12-13",\N
"13","2013-12-26","559","15","0","215.00","00.00","00.00","",\N,"215.00","0702048","2014-01-13",\N
