"2","2005-12-28","6","1","7.00","140.00","72.02","","","","219.02","7149490","2006-01-30",""
"3","2006-01-28","UNLOCK","","","","","","","","400.00","7149490","2006-01-30","RECON FEE"
"4","2006-02-28","0","0","0","0","0","","","","0.00","","",""
"5","2006-03-28","7","1","","140.00","72.02","","","","212.02","","",""
"6","2006-04-28","7","0",\N,"","00.00","00.00","",\N,"0",\N,\N,\N
"7","2006-05-28","7","0",\N,"","00.00","00.00","",\N,"0",\N,\N,\N
"8","2006-06-28","PL","-7",\N,"","00.00","00.00","",\N,"0",\N,\N,\N
"9","2006-06-28","PL","-7",\N,"","00.00","00.00","",\N,\N,\N,\N,\N
