"1","2010-06-27","674","0","0","0","0","0","",\N,"0","N/A","2013-01-01","0"
"2","2010-07-27","692","18","13.00","260.00","","","","","273.00","1149551","2010-10-28",""
"3","2010-08-27","716","24","17.70","354.00","","","","","371.70","1149551","2010-10-28",""
"4","2010-09-27","756","40","31.00","620.00","0","0","","","651.00","1075383","2010-12-13",""
"5","2010-10-27","802","46","36.10","722.00","","","","","758.10","1075383","2010-12-13",""
"6","2010-11-27","848","46","36.10","722.00","","","","","758.10","7168440","2011-01-26",""
"7","2010-12-27","905","57",\N,"909.00","0","0","",\N,"909",\N,\N,\N
"8","2011-01-27","932","27",\N,"402.00","0","0","",\N,"402",\N,\N,\N
"9","2011-02-27","954","22",\N,"322.00","0","0","",\N,"322",\N,\N,\N
"10","2011-03-27","964","10","","140.00","0","0","","","140","","","PL"
