"3","2009-01-25","73","6","","140.00","","","","","140.00","0343195","2009-03-24",""
"4","2009-02-25","79","6","","140.00","","","","","140.00","0343195","2009-03-24",""
"5","2009-03-25","91","12",\N,"170.00","0","0","","","170",\N,\N,\N
"6","2009-04-25","105","14",\N,"200.00","0","0","","","200",\N,\N,\N
"7","2009-05-25","117","12",\N,"170.00","0","0","","","170",\N,\N,\N
"8","2009-06-25","129","12",\N,"170.00","0","0","","","170",\N,\N,\N
"9","2009-07-25","137","8",\N,"140.00","0","0","","","140",\N,\N,\N
"10","2009-08-25","145","8",\N,"140.00","0","0","","","140",\N,\N,\N
"11","2009-09-25","153","8",\N,"140.00","0","0","","","140",\N,\N,\N
"12","2009-10-25","161","8","","140.00","0","0","","","140","","","PL"
"13","2009-02-25","79","6","","140.00","","","","","140.00","0343195","2009-03-24",""
