"1","2012-12-24","672","0","0","0","0","0","","","0","N/A","2013-07-04","0"
"2","2013-01-24","680","8","7.00","140.00","","","","","147.00","0338215","2013-07-04",""
"3","2013-02-24","689","9","7.00","140.00","","","","","147.00","0338215","2013-07-04",""
"4","2013-03-24","699","10","7.00","140.00","","","","","147.00","0338215","2013-07-04",""
"5","2013-04-24","712","13","9.25","185.00","","","","","194.25","0423749","2013-07-22",""
"6","2013-05-24","723","11",\N,"155.00","0","0","","","155",\N,\N,\N
"7","2013-06-24","735","12",\N,"170.00","0","0","","","170",\N,\N,\N
"8","2013-07-24","742","7",\N,"140.00","0","0","","","140",\N,\N,\N
"9","2013-08-24","749","7",\N,"140.00","0","0","","","140",\N,\N,\N
"10","2013-09-24","754","5","","140.00","0","0","","","140.00","","","PL"
"11","2013-10-24","754","0",\N,"0.00","0","0","","","0",\N,\N,\N
