"1","2013-04-28","38","0","0","0","0","0","","","0","N/A","2013-01-01","0"
"2","2013-05-28","38","37","","569.00","","","","","569","0160458","2013-05-10",""
"4","2013-06-28","38","0","0.00","140","","","","","140.00","0566924","2013-09-20",""
"5","2013-07-28","39","1","","140.00","21.00","","","","161","0566924","2013-09-20",""
"6","2013-08-28","39","0","","140","","","","","140","0568130","2013-09-20",""
"7","2013-07-28","39","1","","140.00","21.00","","","","161","0566924","2013-09-20",""
"8","2013-09-28","39","0","","140","","","","","140","0568130","2013-10-23",""
"9","2013-10-28","39","0","7","140.00","0","0","","","147.00","0677565","2013-12-06",""
"10","2013-11-28","39","0","0","","00.00","00.00","","","140.00","0677565","2013-12-06",""
"11","2013-12-28","39","0","0","140.00","00.00","00.00","","","140.00","0702201","2014-01-09",\N
