"2","2013-10-25","0","0","","","","",\N,"1075.00","0677349","2013-12-02",""
"3","2013-11-25","0","00","","","","",\N,"892.50","0677512","2013-12-02",""
"4","2013-12-25","6","6","0","140.00","00.00","00.00",\N,"140.00","0702183","2014-01-13",\N
