"2","2011-04-27","19","9","","126.00","","","","","126.00","4819442","2011-05-23","1ST BILL"
"3","2011-05-27","27","8","","112.00","","","","","112.00","4820149","2011-07-06",""
"4","2011-06-27","34","7","","98","","","","","98.00","4941297","2011-09-02",""
"5","2011-07-27","40","6","","84.00","","","","","84.00","4567639","2011-10-05",""
"6","2011-06-27","34","7","","98","","","","","98.00","4941297","2011-09-02",""
"7","2011-08-27","53","13",\N,"185.00","0","0","",\N,"185",\N,\N,\N
"8","2011-09-27","60","7",\N,"140.00","0","0","",\N,"140",\N,\N,\N
"9","2011-10-27","64","4",\N,"140.00","0","0","",\N,"140",\N,\N,\N
"10","2011-11-27","67","3",\N,"140.00","0","0","",\N,"140",\N,\N,\N
"11","2011-12-27","70","3",\N,"140.00","0","0","",\N,"140",\N,\N,\N
"12","2012-01-27","75","5","","140.00","0","0","","","140","","","PL"
