"2","2008-04-27","98","21","15.30","306.00","","","","","321.30","0135667","2008-11-21",""
"3","2008-05-27","116","18","13","260.00","","","","","273.00","0135667","2008-11-21",""
"4","2008-06-27","141","25",\N,"370.00","0","0","",\N,"370",\N,\N,\N
"5","2008-07-27","170","29",\N,"434.00","0","0","",\N,"434",\N,\N,\N
"6","2008-08-27","192","22",\N,"322.00","0","0","",\N,"322",\N,\N,\N
"7","2008-09-27","229","37",\N,"569.00","0","0","",\N,"569",\N,\N,\N
"8","2008-10-27","252","23",\N,"338.00","0","0","",\N,"338",\N,\N,\N
"9","2008-11-27","266","14",\N,"200.00","0","0","",\N,"200",\N,\N,\N
"10","2008-12-27","282","16",\N,"230.00","0","0","",\N,"230",\N,\N,\N
"11","2009-01-27","299","17","","245.00","0","0","","","245","","","PL"
"12","2008-05-27","116","18","13","260.00","","","","","273.00","0135667","2008-11-21",""
