"1","2012-12-27","196","0","0","0","0","0","","","0","N/A","2008-01-01","0"
"2","2013-01-27","217","21","","306","","","","","306.00","0074376","2013-02-15",""
"3","2013-02-27","228","11","","155","","","","","155","1059350","2013-03-19",""
"4","2013-03-27","241","13","","185","","","","","185","0160132","2013-04-19",""
"5","2013-04-27","257","16","","230","","","","","230","0160734","2013-05-12",""
"6","2013-05-27","273","16","11.50","230","","","","","241.50","0338003","2013-06-21",""
"7","2013-06-27","289","16","11.50","230","","","","","241.50","0424614","2013-08-19",""
"8","2013-07-27","309","20","","290","","","","","290","0424614","2013-08-19",""
"9","2013-08-27","328","19","13.75","275.00","","","","","225","0566943","2013-09-23",""
"10","2013-09-27","343","15","","215.00","0","0","","","215.00","0567716","2013-10-08",""
"11","2013-10-27","356","13","","185.00","0","0","","","185.00","0676857","2013-11-15",""
"12","2013-11-27","370","14","0","200.00","00.00","00.00","","","200.00","0701321","2013-12-16",\N
"13","2013-12-27","384","14","0","200.00","00.00","00.00","","","200.00","0701778","2014-01-08",\N
