"1","2012-06-27","783","0","0","0","0","0","",\N,"0","N/A","2013-01-01","0"
"2","2012-07-27","789","6","7.00","140.00","","","","","147.00","0822743","2012-09-06",""
"3","2012-08-27","797","8","7.00","140.00","","","","","147.00","5357292","2012-10-18",""
"4","2012-09-27","806","9",\N,"140.00","0","0","",\N,"140",\N,\N,\N
"5","2012-10-27","817","11",\N,"155.00","0","0","",\N,"155",\N,\N,\N
"6","2012-11-27","832","15",\N,"215.00","0","0","",\N,"215",\N,\N,\N
"7","2012-12-27","847","15",\N,"215.00","0","0","",\N,"215",\N,\N,\N
"8","2013-01-27","863","16",\N,"230.00","0","0","",\N,"230",\N,\N,\N
"9","2013-02-27","876","13",\N,"185.00","0","0","",\N,"185",\N,\N,\N
"10","2013-03-27","888","12",\N,"170.00","0","0","",\N,"170",\N,\N,\N
"11","2013-04-27","900","12",\N,"170.00","0","0","",\N,"170",\N,\N,\N
"12","2013-05-27","911","11",\N,"155.00","0","0","",\N,"155",\N,\N,\N
"13","2013-06-27","920","9",\N,"140.00","0","0","",\N,"140",\N,\N,\N
"14","2013-07-27","925","5","","140.00","0","0","","","140","","","PL"
