"1","2013-10-26","47","16","11.5","230.00","0","0",\N,"241.50","0702234","2014-01-10","0"
"2","2013-11-26","70","23",\N,"338.00","0","0",\N,"338",\N,\N,\N
"3","2013-12-26","87","17",\N,"245.00","00.00","00.00",\N,"245",\N,\N,\N
