"1","2012-01-28","1755","38","29.30","586.00","0","0","",\N,"615.30","7484721","2012-10-12","0"
"2","2012-02-28","1789","34",\N,"518.00","0","0","",\N,"518",\N,\N,\N
"3","2012-03-28","1819","30",\N,"450.00","0","0","",\N,"450",\N,\N,\N
"4","2012-04-28","1859","40",\N,"620.00","0","0","",\N,"620",\N,\N,\N
"5","2012-05-28","1892","33",\N,"501.00","0","0","",\N,"501",\N,\N,\N
"6","2012-06-28","1928","36",\N,"552.00","0","0","",\N,"552",\N,\N,\N
"7","2012-07-28","1965","37",\N,"569.00","0","0","",\N,"569",\N,\N,\N
"8","2012-08-28","2003","38",\N,"586.00","0","0","",\N,"586",\N,\N,\N
"9","2012-09-28","2040","37",\N,"569.00","0","0","",\N,"569",\N,\N,\N
"10","2012-10-28","2071","31",\N,"467.00","0","0","",\N,"467",\N,\N,\N
"11","2012-11-28","2110","39",\N,"603.00","0","0","",\N,"603",\N,\N,\N
"12","2012-12-28","2139","29",\N,"434.00","0","0","",\N,"434",\N,\N,\N
"13","2013-01-28","2172","33",\N,"501.00","0","0","",\N,"501",\N,\N,\N
"14","2013-02-28","2223","51",\N,"807.00","0","0","",\N,"807",\N,\N,\N
"15","2013-03-28","2264","41",\N,"637.00","0","0","",\N,"637",\N,\N,\N
"16","2013-04-28","2310","46",\N,"722.00","0","0","",\N,"722",\N,\N,\N
"17","2013-05-28","2351","41",\N,"637.00","0","0","",\N,"637",\N,\N,\N
"18","2013-06-28","2393","42",\N,"654.00","0","0","",\N,"654",\N,\N,\N
"19","2013-07-28","2434","41",\N,"637.00","0","0","",\N,"637",\N,\N,\N
"20","2013-08-28","2437","3","","140.00","0","0","",\N,"140","","","PL"
