"1","2013-10-26","0","0","0","","1967.50","0","","","1967.50.00","0567349","2013-10-04","AF"
"2","2013-11-26","1","1","7","140.00","00.00","00.00","","","147.00","0701450","2014-01-02",\N
"3","2013-11-26","1","1","7","140.00","00.00","00.00","","","147.00","0701450","2014-01-02",\N
"4","2013-12-26","1","0","0","140.00","00.00","00.00","","","140.00","0701450","2014-01-02",\N
