"1","2012-12-25","574","0","0","0","0","0","","","0","N/A","2008-01-01","0"
"2","2013-01-25","582","8","7","140","","","","","147","0159445","2013-04-02",""
"3","2013-02-25","589","7","7","140","","","","","147","0423316","2013-07-09",""
"4","2013-03-25","596","7","7","140","","","","","147","0423316 	","2013-07-09",""
"5","2013-04-25","604","8","7","140","","","","","147","0423951","2013-07-25",""
"6","2013-05-25","614","10","7","140","","","","","147","0423951","2013-07-25",""
"7","2013-06-25","626","12","7.50","170","","","","","178.50","0566796","2013-09-04",""
"8","2013-07-25","636","10","7","140","","","","","147","0567314","2013-10-01",""
"9","2013-08-25","646","10","7.00","140.00","0","0","","","147.00","0676960","2013-11-18",""
"10","2013-09-25","656","10","7","140","0","0","","","147.00","0701513","2013-12-17",""
"11","2013-10-25","664","8","7","140.00","0","0","","","147.00","0702285","2014-01-10",\N
"12","2013-11-25","674","10",\N,"140.00","00.00","00.00","","","140",\N,\N,\N
"13","2013-12-25","683","9",\N,"140.00","00.00","00.00","","","140",\N,\N,\N
