"1","2012-10-28","9","0","0","0","0","0","",\N,"0","N/A","2013-01-01","0"
"2","2012-11-28","16","7","7.00","140.00","","","","","147.00","0074173","2013-02-05",""
"3","2012-12-28","19","3",\N,"140.00","0","0","",\N,"140",\N,\N,\N
"4","2013-01-28","34","15",\N,"215.00","0","0","",\N,"215",\N,\N,\N
"5","2013-02-28","54","20",\N,"290.00","0","0","",\N,"290",\N,\N,\N
"6","2013-03-28","66","12",\N,"170.00","0","0","",\N,"170",\N,\N,\N
"7","2013-04-28","98","32",\N,"484.00","0","0","",\N,"484",\N,\N,\N
"8","2013-05-28","98","0",\N,"","00.00","00.00","",\N,"0",\N,\N,\N
"9","2013-06-28","PL","-98",\N,"","00.00","00.00","",\N,"0",\N,\N,\N
