"1","2012-12-26","1799","0","0","0","0","0","",\N,"0","N/A","2013-01-01","0"
"2","2013-01-26","1800","1","7.00","140.00","","","","","147.00","0424319","2013-08-05",""
"3","2013-02-26","1802","2","7.00","140.00","","","","","147.00","0424319","2013-08-05",""
"4","2013-03-26","1802","0","7.00","140","","","","","147.00","0424319","2013-08-05",""
"5","2013-04-26","1815","13","9.25","185.00","","","","","194.25","0424354","2013-08-05",""
"6","2013-05-26","1826","11","7.75","155.00","","","","","162.75","0424354","2013-08-05",""
"7","2013-06-26","1831","5","7.00","140.00","","","","","147.00","0566368","2013-08-19",""
"8","2013-07-26","1835","4","7.00","140.00","","","","","147.00","0566368","2013-08-19",""
"9","2013-08-26","1841","6","7.00","140.00","","","","","147.00","0567961","2013-10-14",""
"10","2013-09-26","1842","1","7.00","140.00","","","","","147.00","0567961","2013-10-14",""
"11","2013-10-26","1842","0","0","140","0","0","","","140","0677037","2013-11-20",""
"12","2013-11-26","1850","8","7","140.00","00.00","00.00","",\N,"147.00","0701418","2013-12-19",\N
"13","2013-12-26","1854","4",\N,"140.00","00.00","00.00","",\N,"140",\N,\N,\N
