"1","2013-01-28","645","0","0","0","0","0","","","0","0160161","2008-01-01","0"
"2","2013-02-28","664","19","14.50","290","","","","","304.50","0160534","2013-05-16",""
"3","2013-03-28","684","20","14.50","290","","","","","304.50","0423265","2013-07-04",""
"4","2013-04-28","710","26","19.30","386","","","","","405.30","0424051","2013-07-29",""
"5","2013-05-28","743","33","25.05","501","","","","","526.05","0566399","2013-08-22",""
"6","2013-06-28","770","27","20.10","402","","","","","422.10","0566972","2013-09-10",""
"7","2013-07-28","797","27","20.10","402","","","","","422.10","0567984","2013-10-14",""
"8","2013-08-28","825","28","20.9","418.00","0","0","","","438.90","0676673","2013-11-12",\N
"9","2013-09-28","850","25","18.5","370","0","0","","","388.50","0677337","2013-12-02",""
"10","2013-10-28","877","27","20.1","402.00","0","0","","","422.10","0701394","2013-12-17",\N
"11","2013-11-28","906","29",\N,"434.00","00.00","00.00","","","434",\N,\N,\N
"12","2013-12-28","938","32",\N,"484.00","00.00","00.00","","","484",\N,\N,\N
