"2","2009-02-28","34","1","7.00","140.00","","","","","147.00","0343678","2009-04-17",""
"3","2009-03-28","34","0",\N,"","0","0","",\N,"0",\N,\N,\N
"4","2009-04-28","34","0",\N,"","0","0","",\N,"0",\N,\N,\N
"5","2009-05-28","34","0",\N,"","0","0","",\N,"0",\N,\N,\N
"6","2009-06-28","34","0",\N,"","0","0","",\N,"0",\N,\N,\N
"7","2009-07-28","34","0",\N,"","0","0","",\N,"0",\N,\N,\N
"8","2009-08-28","34","0",\N,"","0","0","",\N,"0",\N,\N,\N
"9","2009-09-28","34","0",\N,"","0","0","",\N,"0",\N,\N,\N
"10","2009-10-28","34","0",\N,"","0","0","",\N,"0",\N,\N,\N
"11","2009-11-28","34","0",\N,"","00.00","00.00","",\N,"0",\N,\N,\N
"12","2009-12-28","34","0","","","00.00","00.00","",\N,"0","","","PL"
