"1","2011-08-28","883","0","0","0","0","0",\N,"0","N/A","2013-01-01","0"
"5","2011-09-28","904","21","15.3","306.00","0","0",\N,"321.30","0701518","2013-12-17",\N
"6","2011-10-28","918","14","10","200.00","0","0",\N,"210.00","0701518","2013-12-17",\N
"7","2011-11-28","931","13","9.25","185.00","0","0",\N,"194.25","0701518","2013-12-17",\N
"8","2011-12-28","944","13","9.25","185.00","0","0",\N,"194.25","0701518","2013-12-17",\N
"9","2012-01-28","957","13",\N,"185.00","0","0",\N,"185",\N,\N,\N
"10","2012-01-28","957","13",\N,"185.00","0","0",\N,\N,\N,\N,\N
"11","2012-02-28","PL","-957",\N,"","00.00","00.00",\N,"0",\N,\N,\N
