"1","2008-10-25","48","0","0","0","0","0","","","0","N/A","2008-01-01","0"
"2","2008-11-25","48","0",\N,"140.00","0","0","","","140.00",\N,\N,\N
"3","2008-12-25","PL","-48",\N,"","0","0","","","0",\N,\N,\N
