"7","2013-07-27","116","24","17.70","354.00","","",\N,"371.70","0567826","2013-10-16",""
"9","2013-09-27","159","21","15.30","306.00","","",\N,"321.30","0701658","2013-12-19",""
"10","2013-10-27","177","18","13","260.00","0","0",\N,"273.00","0702423","2014-01-17",\N
"11","2013-11-27","194","17",\N,"245.00","0","0",\N,"245",\N,\N,\N
"12","2013-12-27","213","19",\N,"275.00","0","0",\N,"275",\N,\N,\N
"13","2013-08-27","138","22","16.10","322.00","","",\N,"338.10","0676921","2013-11-21",""
