"1","2013-04-27","948","0","0","0","RE-OPEN","0","","","0","N/A","2013-04-27","0"
"2","2013-05-27","964","16","11.50","230.00","","","","","241.50","0424383","2013-08-06",""
"3","2013-06-27","969","5","7.00","140.00","","","","","147.00","0424383","2013-08-06",""
"4","2013-07-27","973","4","7.00","140.00","0","0","","","147.00","0567745","2013-10-09",""
"5","2013-08-27","977","4","7.00","140.00","0","0","","","147.00","0567745","2013-10-09",""
"6","2013-09-27","980","3","7","140.00","0","0","","","147.00","0677470","2013-12-03",\N
"7","2013-10-27","984","4","7","140.00","0","0","","","147.00","0677470","2013-12-03",\N
"8","2013-11-27","989","5",\N,"140.00","00.00","00.00","","","140",\N,\N,\N
"9","2013-12-27","992","3",\N,"140.00","00.00","00.00","","","140",\N,\N,\N
