"1","2012-12-24","1072","0","0","0","0","0","","","0","0073917","2008-01-01","0"
"2","2013-01-24","1086","14","","210.00","","","","","210.00","0158572","2013-02-21",""
"3","2013-02-24","1101","15","","215.00","","","","","215.00","0160387","2013-05-21",""
"4","2013-03-24","1112","11","","155.00","","","","","155.00","0160387","2013-05-21",""
"5","2013-04-24","1127","15","","215.00","","","","","215.00","0160387","2013-05-21",""
"6","2013-05-24","1140","13","","185.00","","","","","185.00","0566522","2013-08-23",""
"7","2013-06-24","1155","15","","215.00","","","","","215.00","0566522","2013-08-23",""
"8","2013-07-24","1164","9","","140.00","","","","","140.00","0566522","2013-08-23",""
"9","2013-08-24","1171","7",\N,"140.00","0","0","","","140",\N,\N,\N
"10","2013-09-24","1180","9",\N,"140.00","0","0","","","140.00",\N,\N,\N
"11","2013-10-24","1191","11",\N,"155.00","0","0","","","155",\N,\N,\N
"12","2013-11-24","1202","11",\N,"155.00","00.00","00.00","","","155",\N,\N,\N
"13","2013-12-24","1213","11",\N,"155.00","00.00","00.00","","","155",\N,\N,\N
