"1","2012-12-28","158","0","0","0","0","0","","","0","N/A","2008-01-01","0"
"2","2013-01-28","173","15","10.75","215.00","","","","","225.75","0158570","2013-02-22",""
"3","2013-02-28","186","13","","185.00","","","","","185.00","0158243","2013-03-15",""
"4","2013-03-28","200","14","","200.00","","","","","200.00","0160133","2013-04-19",""
"5","2013-04-28","213","13","","185.00","","","","","185.00","0160796","2013-05-20",""
"6","2013-05-28","230","17","","245.00","","","","","245.00","0337999","2013-06-21",""
"7","2013-06-28","242","12","","170.00","","","","","170.00","0337898","2013-07-23",""
"8","2013-07-28","253","11","","155.00","","","","","155.00","0566370","2013-08-20",""
"9","2013-08-28","264","11","7.75","155.00","","","","","162.75","0566946","2013-09-24",""
"10","2013-09-28","276","12","8.50","170.00","","","","","178.50","0568241","2013-10-23",""
"11","2013-10-28","291","15","10.75","215.00","0","0","","","225.75","0677141","2013-11-25",\N
"12","2013-11-28","308","17","0","245.00","00.00","00.00","","","245.00","0701677","2013-12-19",\N
"13","2013-12-28","318","10",\N,"140.00","00.00","00.00","","","140",\N,\N,\N
