"1","2012-12-27","1715","0","0","0","0","0","","","0","N/A","2013-04-17","0"
"2","2013-01-27","1742","27","20.10","402.00","","","","","422.10","0423328","2013-07-09",""
"3","2013-02-27","1764","22","16.10","322.00","","","","","338.10","0423328","2013-07-09",""
"4","2013-03-27","1786","22","16.10","322.00","","","","","337.10","0423641","2013-07-18",""
"5","2013-04-27","1818","32","24.20","484.00","","","","","508.20","0566784","2013-09-03",""
"6","2013-05-27","1849","31","23.35","467.00","","","","","490.35","0566784","2013-09-03",""
"7","2013-06-27","1874","25","18.5","370.00","0","0","","","388.50","0676725","2013-11-13",\N
"8","2013-07-27","1894","20","14.5","290.00","0","0","","","304.50","0676725","2013-11-13",\N
"9","2013-08-27","1922","28","20.9","418.00","0","0","","","438.90","0676725","2013-11-13",\N
"10","2013-09-27","1949","27","20.1","402.00","0","0","","","422.10","0677402","2013-12-02",\N
"11","2013-10-27","1981","32","24.2","484.00","0","0","","","508.20","0677402","2013-12-02",\N
"12","2013-11-27","2011","30",\N,"450.00","00.00","00.00","","","450",\N,\N,\N
"13","2013-12-27","2037","26",\N,"386.00","00.00","00.00","","","386",\N,\N,\N
