"1","2013-11-27","0","0","0","0","0","0",\N,"1075.00","0677201","2013-11-26","AF PARTIAL"
"2","2013-12-27","7","7","0","140.00","00.00","333.33",\N,"473.33","0702120","2014-01-15",\N
