"1","2012-12-28","332","0","0","0","0","0","","","0","N/A","2013-01-01","0"
"2","2013-01-28","349","17","12.25","245.00","","","","","257.25","0159735","2013-04-04",""
"3","2013-02-28","363","14","10.00","200.00","","","","","210.00","0159735","2013-04-04",""
"4","2013-03-28","379","16","11.50","230.00","","","","","241.50","0160810","2013-05-21",""
"5","2013-04-28","402","23","16.90","338.00","","","","","354.90","0160810","2013-05-21",""
"6","2013-05-28","417","15","10.75","215.00","","","","","225.75","0338081","2013-06-27",""
"7","2013-06-28","433","16","11.50","230.00","","","","","241.50","0423970","2013-07-25",""
"8","2013-07-28","449","16","11.50","230.00","","","","","241.50","0566840","2013-09-05",""
"9","2013-08-28","467","18","13.00","260.00","","","","","273.00","0567570","2013-10-02",""
"10","2013-09-28","483","16","","230.00","","","","","230.00","0568214","2013-10-21",""
"11","2013-10-28","500","17","0","245.00","0","0","","","245.00","0677011","2013-11-19",\N
"12","2013-11-28","515","15","0","215.00","00.00","00.00","","","215.00","0701688","2013-12-20",\N
"13","2013-12-28","530","15",\N,"215.00","00.00","00.00","","","215",\N,\N,\N
