"1","2011-10-26","394","0","0","0","0","0","",\N,"0","N/A","2013-01-01","0"
"2","2011-11-26","410","16","11.50","230.00","","","",\N,"241.50","7483430","2012-05-03",""
"3","2011-12-26","424","14","10.00","200.00","","","",\N,"210.00","7483430","2012-05-03",""
"4","2012-01-26","436","12",\N,"170.00","0","0","",\N,"170",\N,\N,\N
"5","2012-02-26","445","9",\N,"140.00","0","0","",\N,"140",\N,\N,\N
"6","2012-03-26","453","8",\N,"140.00","0","0","",\N,"140",\N,\N,\N
"7","2012-04-26","466","13",\N,"185.00","0","0","",\N,"185",\N,\N,\N
"8","2012-05-26","480","14",\N,"200.00","0","0","",\N,"200",\N,\N,\N
"9","2012-06-26","494","14",\N,"200.00","0","0","",\N,"200",\N,\N,\N
"10","2012-07-26","508","14",\N,"200.00","0","0","",\N,"200",\N,\N,\N
"11","2012-08-26","520","12","","170.00","0","0","",\N,"170","","","PL"
