"1","2012-12-25","652","0","0","0","0","0","","","0","N/A","2008-01-01","0"
"2","2013-01-25","672","20","14.50","290.00","0","0","","","304.50","0567696","2013-10-11",\N
"3","2013-02-25","691","19","13.75","275.00","0","0","","","288.75","0567696","2013-10-11",\N
"4","2013-03-25","708","17","12.25","245.00","0","0","","","257.25","0567696","2013-10-11",\N
"5","2013-04-25","721","13","9.25","185.00","500","","","","694.25","0567696","2013-10-11","RE-OPEN"
"6","2013-05-25","744","23","16.9","338.00","0","0","","","354.90","0677139","2013-11-25",\N
"7","2013-06-25","761","17","12.25","245.00","0","0","","","257.25","0702227","2014-01-09",\N
"8","2013-07-25","779","18","13","260.00","0","","","","273.00","0702227","2014-01-09",""
"10","2013-08-25","779","0","","","0","0","","","0","00000000","0000-00-00",""
"11","2013-09-25","779","0","","","0","0","","","0","00000000","0000-00-00",""
"12","2013-10-25","784","5",\N,"140.00","0","0","","","140",\N,\N,\N
"13","2013-11-25","798","14",\N,"200.00","00.00","00.00","","","200",\N,\N,\N
"15","2013-12-25","819","21",\N,"306.00","00.00","00.00","","","306",\N,\N,\N
