"1","2010-08-25","583","0","0","0","0","0","",\N,"0","N/A","2013-01-01","0"
"2","2010-09-25","609","26","19.30","386.00","","","","","405.30","7104548","2011-01-06",""
"3","2010-10-25","629","20","14.50","290.00","","","","","304.50","7104548","2011-01-06",""
"4","2010-11-25","647","18","13.00","260.00","","","","","273.00","7104548","2011-01-06",""
"5","2010-12-25","669","22",\N,"322.00","0","0","",\N,"322",\N,\N,\N
"6","2011-01-25","687","18",\N,"260.00","0","0","",\N,"260",\N,\N,\N
"7","2011-02-25","704","17",\N,"245.00","0","0","",\N,"245",\N,\N,\N
"8","2011-03-25","717","13",\N,"185.00","0","0","",\N,"185",\N,\N,\N
"9","2011-04-25","736","19",\N,"275.00","0","0","",\N,"275",\N,\N,\N
"10","2011-05-25","756","20","","290.00","0","0","","","290","","","PL"
