"2","2010-02-27","550","10","7.00","140.00","","","","","147.00","1070239","2010-09-08",""
"3","2010-03-27","559","9","7.00","140.00","","","","","147.00","1070239","2010-09-08",""
"4","2010-04-27","577","18",\N,"260.00","0","0","",\N,"260",\N,\N,\N
"5","2010-05-27","592","15",\N,"215.00","0","0","",\N,"215",\N,\N,\N
"6","2010-06-27","608","16",\N,"230.00","0","0","",\N,"230",\N,\N,\N
"7","2010-07-27","618","10",\N,"140.00","0","0","",\N,"140",\N,\N,\N
"8","2010-08-27","626","8","","140.00","0","0","","","140","","","PL"
"9","2010-09-27","0","0","0","0","0","0","","0","0","","",""
"10","2010-10-27","646","20","","290.00","0","0","","","290","","","RE-OPEN"
"11","2010-11-27","658","12",\N,"170.00","0","0","",\N,"170",\N,\N,\N
"12","2010-12-27","668","10",\N,"140.00","0","0","",\N,"140",\N,\N,\N
"13","2011-01-27","674","6","","140.00","0","0","",\N,"140","","","PL"
"14","2010-03-27","559","9","7.00","140.00","","","","","147.00","1070239","2010-09-08",""
