"2","2008-09-28","4","3","7.00","140.00","","","","","147.00","0135551","2008-11-21",""
"3","2008-10-28","13","9","7.00","140.00","","","","","147.00","0135551","2008-11-21",""
"4","2008-11-28","23","19","7","140","","","","","147.00","0133620","2009-01-22",""
"5","2008-12-28","29","6","7.00","140.00","","","","","147.00","0133620","2009-01-22",""
"6","2009-01-28","31","2",\N,"140.00","0","0","",\N,"140",\N,\N,\N
"7","2009-02-28","31","0",\N,"","00.00","00.00","",\N,"0",\N,\N,\N
"8","2009-03-28","PL","-31",\N,"","00.00","00.00","",\N,"0",\N,\N,\N
