"3","2012-12-25","857","25","18.50","370.00","0","0","","","388.50","0567739","2013-10-09",\N
"4","2013-01-25","875","18","13.00","245.00","0","0","","","273.00","0567739","2013-10-09",""
"5","2013-02-25","892","17","12.25","245.00","0","0","","","257.25","0567739","2013-10-09",""
"6","2013-03-25","908","16","11.50","230.00","0","0","","","241.50","0567739","2013-10-09",""
"7","2013-04-25","921","13","9.25","185.00","0","0","","","194.25","0567739","2013-10-09",\N
"8","2013-05-25","951","30","22.50","450.00","0","0","","","472.50","0567739","2013-10-09",\N
"9","2013-06-25","969","18","13.00","260.00","0","0","","","273.00","0567739","2013-10-09",\N
"10","2013-07-25","984","15","10.75","215.00","0","500","","","725.75","0567739","2013-10-09",""
"11","2013-08-25","984","0","","140.00","0","0","","","140.00","00000000","0000-00-00",""
"12","2013-09-25","984","0","","140.00","0","0","","","140.00","00000000","0000-00-00",""
"13","2013-10-25","995","11","7.75","155","0","0","","","162.75","0677125","2013-11-25","RE-OPEN"
"14","2013-11-25","1017","22","16.1","322.00","00.00","00.00","","","338.10","0701977","2014-01-07",\N
"15","2013-12-25","1035","18","0","260.00","00.00","00.00","","","260.00","0701977","2014-01-07",\N
