"2","2013-01-28","  1234","24","17.70","354.00","","","","","371.70","0338032","2013-06-24",""
"3","2013-02-28","1256","22","16.10","322.00","","","","","338.10","0338032","2013-06-24",""
"4","2013-03-28","1271","15","10.75","215.00","","","","","225.75","0338032","2013-06-24",""
"5","2013-04-28","1292","21","15.30","306.00","","","","","321.30","0567019","2013-09-11",""
"6","2013-05-28","1315","23","16.90","338.00","","","","","354.90","0567019","2013-09-11",""
"7","2013-06-28","1340","25","18.50","370.00","","","","","388.50","0567019","2013-09-11",""
"8","2013-07-28","1362","22","16.1","322.00","0","0","",\N,"338.10","0701655","2013-12-19",\N
"9","2013-08-28","1389","27","20.1","402.00","0","0","",\N,"422.10","0701655","2013-12-19",\N
"10","2013-09-28","1420","31","23.35","467.00","0","0","",\N,"490.35","0701655","2013-12-19",\N
"11","2013-10-28","1450","30",\N,"450.00","0","0","",\N,"450",\N,\N,\N
"12","2013-11-28","1478","28",\N,"418.00","00.00","00.00","",\N,"418",\N,\N,\N
"13","2013-12-28","1504","26",\N,"386.00","00.00","00.00","",\N,"386",\N,\N,\N
