"2","2006-06-25","208","25","18.50","370.00","","","","","388.50","7206041","2006-07-24",""
"3","2006-07-25","233","25",\N,"370.00","0","0","",\N,"370",\N,\N,\N
"4","2006-08-25","252","19",\N,"275.00","0","0","",\N,"275",\N,\N,\N
"5","2006-09-25","252","0",\N,"","0","0","",\N,"0",\N,\N,\N
"6","2006-10-25","271","19",\N,"275.00","0","0","",\N,"275",\N,\N,\N
"7","2006-11-25","295","24",\N,"354.00","0","0","",\N,"354",\N,\N,\N
"8","2006-12-25","309","14",\N,"200.00","0","0","",\N,"200",\N,\N,\N
"9","2007-01-25","PL","-309","","","0","0","",\N,"0","","","PL"
