"2","2011-11-27","115","10","7.00","140.00","","","","","147.00","7713956","2012-02-23",""
"3","2011-12-27","125","10","7.00","140.00","","","","","147.00","7483523","2012-05-11",""
"4","2012-01-27","135","10",\N,"140.00","0","0","",\N,"140",\N,\N,\N
"5","2012-02-27","145","10",\N,"140.00","0","0","",\N,"140",\N,\N,\N
"6","2012-03-27","155","10",\N,"140.00","0","0","",\N,"140",\N,\N,\N
"7","2012-04-27","165","10",\N,"140.00","0","0","",\N,"140",\N,\N,\N
"9","2012-06-27","168","1",\N,"140.00","0","0","",\N,"140",\N,\N,\N
"10","2012-07-27","174","6",\N,"140.00","0","0","",\N,"140",\N,\N,\N
"11","2012-08-27","182","8","","140.00","0","0","","","140","","","PL"
"12","2012-05-27","167","2","7.00","140.00","","","","","147.00","7484759","",""
