"1","2012-12-27","823","0","0","0","0","0","",\N,"0","N/A","2013-01-01","0"
"2","2013-01-27","834","11","7.75","155.00","","","","","162.75","0160113","2013-04-19",""
"3","2013-02-27","847","13","9.25","185.00","","","","","194.25","0337559","2013-06-03",""
"4","2013-03-27","857","10","7.00","140.00","","","","","147.00","0337559","2013-06-03",""
"5","2013-04-27","890","33","25.05","501.00","","","","","526.05","0337559","2013-06-03",""
"6","2013-05-27","920","30","22.50","450.00","","","","","472.50","0338060","2013-06-27",""
"7","2013-06-27","933","13","","185.00","","","","","185.00","0423494","2013-07-15",""
"8","2013-07-27","947","14","","200.00","","","","","200.00","0424552","2013-08-08",""
"9","2013-08-27","961","14","","200.00","","","","","200.00","0566851","2013-09-13",""
"10","2013-09-27","967","10","7","140.00","0","0","","","147.00","0677014","2013-11-19",""
"11","2013-10-27","971","4","","140.00","","","","","140.00","0677014","2013-11-19",""
"12","2013-11-27","976","5","7","140.00","00.00","00.00","",\N,"147.00","0701430","2013-12-20",\N
"13","2013-12-27","985","9",\N,"140.00","00.00","00.00","",\N,"140",\N,\N,\N
