"2","2005-11-25","8","8","7.00","140.00","","","",\N,"147.00","7149331","2006-01-03",""
"3","2005-12-25","19","11","","155.00","","","",\N,"155.00","7149331","2006-01-03",""
"4","2006-01-25","30","11","7.75","155.00","","","",\N,"162.75","7150289","2006-04-03",""
"5","2006-02-25","42","12",\N,"170.00","0","0","",\N,"170",\N,\N,\N
"6","2006-03-25","53","11",\N,"155.00","0","0","",\N,"155",\N,\N,\N
"7","2006-04-25","61","8",\N,"140.00","0","0","",\N,"140",\N,\N,\N
"8","2006-05-25","65","4",\N,"140.00","0","0","",\N,"140",\N,\N,\N
"9","2006-06-25","70","5",\N,"140.00","0","0","",\N,"140",\N,\N,\N
"10","2006-07-25","73","3","","140.00","0","0","",\N,"140","","","PL"
"11","2006-01-25","30","11","7.75","155.00","","","",\N,"162.75","7150289","2006-04-03",""
