"1","2012-12-28","1181","0","0","0","0","0","","","0","N/A","2008-01-01","0"
"2","2013-01-28","1186","5","7.00","140.00","","","","","147.00","0159532","2013-04-04",""
"3","2013-02-28","1200","14","10.00","200.00","","","","","210.00","0160256","2013-05-06",""
"4","2013-03-28","1215","15","10.75","215.00","","","","","225.75","0160255","2013-05-06",""
"5","2013-04-28","1233","18","13.00","260.00","","","","","273.00","0338263","2013-07-02",""
"6","2013-05-28","1249","16","11.50","230.00","","","","","241.50","0424271","2013-08-02",""
"7","2013-06-28","1259","10","7.00","140","","","","","147.00","0566774","2013-09-03",""
"8","2013-07-28","1267","8","7.00","140.00","","","","","147.00","0567591","2013-10-03",""
"9","2013-08-28","1274","7","7","140.00","0","0","","","147.00","0676967","2013-11-18",\N
"12","2013-09-28","1284","10","7","140.00","0","0","","","147.00","0701443","2013-12-20",""
"13","2013-10-28","1297","13","9.25","185.00","0","0","","","194.25","0701928","2014-01-06",\N
"14","2013-11-28","1311","14","10","200.00","00.00","00.00","","","210.00","0701928","2014-01-06",\N
"15","2013-12-28","1322","11",\N,"155.00","00.00","00.00","","","155",\N,\N,\N
