"2","2011-06-28","434","9","","140.00","","","","","140.00","7169174","2011-07-11",""
"3","2011-07-28","441","7","","140.00","","","","","140.00","4940857","2011-08-10",""
"4","2011-08-28","450","9","","140.00","","","","","140.00","4941553","2011-09-12",""
"5","2011-09-28","460","10","","140.00","","","","","140.00","4567527","2011-09-29",""
"6","2011-10-28","495","35","","535.00","0","0","","","535","7714404","2012-03-13",""
"7","2011-11-28","504","9","","140.00","0","0","","","140","7483822","2012-06-26",""
"8","2011-12-28","517","13","","185.00","0","0","","","185","0159592","2013-04-02",""
"9","2012-01-28","517","0",\N,"","00.00","00.00","",\N,"0",\N,\N,\N
"10","2012-02-28","TPL","-517",\N,"","00.00","00.00","",\N,"0",\N,\N,\N
