"1","2012-12-28","583","0","0","0","0","0","","","0","N/A","2008-01-01","0"
"2","2013-01-28","608","25","18.50","370.00","","","","","388.50","0160397","2013-05-22",""
"3","2013-02-28","631","23","16.90","338.00","","","","","354.90","0160397","2013-05-22",""
"4","2013-03-28","655","24","17.70","354.00","","","","","371.70","0567238","2013-09-23",""
"5","2013-04-28","690","35","26.75","535.00","","","","","561.75","0567238","2013-09-23",""
"6","2013-05-28","718","28","20.90","418.00","","","","","438.90","0567238","2013-09-23",""
"7","2013-06-28","727","9","7","140.00","0","0","","","147.00","0676759","2013-11-14",\N
"8","2013-07-28","732","5","7","140.00","0","0","","","147.00","0676759","2013-11-14",\N
"9","2013-08-28","763","31","23.35","467.00","0","0","","","490.35","0676759","2013-11-14",\N
"10","2013-09-28","778","15","10.75","215.00","0","0","","","225.75","0701683","2013-12-20",\N
"11","2013-10-28","811","33","25.05","501.00","0","0","","","526.05","0701683","2013-12-20",\N
"12","2013-11-28","876","65",\N,"1045.00","00.00","00.00","","","1045",\N,\N,\N
"13","2013-12-28","886","10",\N,"140.00","00.00","00.00","","","140",\N,\N,\N
