"610","0425710","2013-08-15","2004-07-0185","668.85","",""
"611","N/A","2008-01-01","2005-03-0270","wara aq idea","","0"
"612","0160174","2013-04-22","2005-03-0270","147.00","",""
"613","0337895","2013-07-23","2005-03-0270","147.00","",""
"614","0337895","2013-07-23","2005-03-0270","147.00","",""
"615","0337895","2013-07-23","2005-03-0270","147.00","",""
"616","0424686","2013-08-13","2005-03-0270","147.00","",""
"617","N/A","2008-01-01","2013-06-1468","wara aq idea","","0"
"618","0338208","2013-07-03","2013-06-1468","162.75","",""
"619","0338208","2013-07-03","2013-06-1468","162.75","",""
"620","0566411","2013-08-22","2013-06-1468","162.75","",""
"621","N/A","2008-01-01","2010-01-0971","wara aq idea","","0"
"622","0074176","2013-02-06","2010-01-0971","140.00","",""
"623","0159163","2013-03-07","2010-01-0971","140.00","",""
"624","0159799","2013-04-11","2010-01-0971","140.00","",""
"625","0160482","2013-05-14","2010-01-0971","140.00","",""
