"1","2011-07-26","395","9","7.00","0","0","0","","","147.00","7713531","2012-02-13","0"
"2","2011-08-26","404","9","7.00","140.00","","","","","147.00","7713531","2012-02-13",""
"3","2011-09-26","415","11","7.75","155.00","","","","","162.75","7713531","2012-02-13",""
"4","2011-10-26","424","9","7.00","140.00","","","","","147.00","456866","2011-10-11",""
"5","2011-11-26","434","10",\N,"140.00","0","0","",\N,"140",\N,\N,\N
"6","2011-12-26","445","11",\N,"155.00","0","0","",\N,"155",\N,\N,\N
"7","2012-01-26","454","9",\N,"140.00","0","0","",\N,"140",\N,\N,\N
"8","2012-02-26","463","9",\N,"140.00","0","0","",\N,"140",\N,\N,\N
"9","2012-03-26","471","8",\N,"140.00","0","0","",\N,"140",\N,\N,\N
"10","2012-04-26","478","7",\N,"140.00","0","0","",\N,"140",\N,\N,\N
"11","2012-05-26","486","8","","140.00","0","0","","","140","","","PL"
