"2","2007-03-25","195","9","7.00","140.00","","","","","147.00","2749047","2008-05-05",""
"3","2007-04-25","195","0",\N,"","0","0","",\N,"0",\N,\N,\N
"4","2007-05-25","215","20",\N,"290.00","0","0","",\N,"290",\N,\N,\N
"5","2007-03-25","195","9","7.00","140.00","","","","","147.00","2749047","2008-05-05",""
"6","2007-06-25","231","16",\N,"230.00","0","0","",\N,"230",\N,\N,\N
"7","2007-07-25","244","13",\N,"185.00","0","0","",\N,"185",\N,\N,\N
"8","2007-08-25","256","12",\N,"170.00","0","0","",\N,"170",\N,\N,\N
"9","2007-09-25","269","13",\N,"185.00","0","0","",\N,"185",\N,\N,\N
"10","2007-10-25","281","12",\N,"170.00","0","0","",\N,"170",\N,\N,\N
"11","2007-11-25","290","9",\N,"140.00","0","0","",\N,"140",\N,\N,\N
"12","2007-12-25","296","6",\N,"140.00","0","0","",\N,"140",\N,\N,\N
"13","2008-01-25","300","4","","140.00","0","0","","","140","","","PL"
