"1","2012-12-25","267","0","0","0","0","0","","","0","0423904","2013-07-23","0"
"2","2013-01-25","284","17","12.25","245.00","","","","","257.25","0423904","2013-07-23",""
"3","2013-02-25","298","14","10.00","200.00","","","","","210.00","0423904","2013-07-23",""
"4","2013-03-25","310","12","8.50","170.00","","","","","178.50","0566500","2013-08-27",""
"5","2013-04-25","332","22","16.10","322.00","","","","","388.10","0566500","2013-08-27",""
"6","2013-05-25","349","17","12.25","245.00","","","","","257.25","0566942","2013-09-23",""
"7","2013-06-25","365","16","11.50","230.00","","","","","241.50","0566942","2013-09-23",""
"8","2013-07-25","382","17","12.25","245.00","0","0","","","257.25","0568132","2013-10-23",""
"9","2013-08-25","403","21","15.3","306.00","0","0","","","321.30","0677122","2013-11-22",\N
"10","2013-09-25","428","25","18.5","370.00","0","0","","","388.50","0702422","2014-01-17",\N
"11","2013-10-25","449","21",\N,"306.00","0","0","","","306",\N,\N,\N
"12","2013-11-25","470","21",\N,"306.00","00.00","00.00","","","306",\N,\N,\N
"13","2013-12-25","488","18",\N,"260.00","00.00","00.00","","","260",\N,\N,\N
