"2","2010-01-25","330","10","7.00","140.00","","","","","147.00","0960245","2010-07-29",""
"3","2010-02-25","338","8","7.00","140.00","","","","","147.00","0960245","2010-07-29",""
"4","2010-03-25","344","6","7.00","140.00","","","","","147.00","0960245","2010-07-29",""
"5","2010-04-25","357","13",\N,"185.00","0","0","",\N,"185",\N,\N,\N
"6","2010-05-25","361","4",\N,"140.00","0","0","",\N,"140",\N,\N,\N
"7","2010-06-25","386","25",\N,"370.00","0","0","",\N,"370",\N,\N,\N
"8","2010-07-25","402","16",\N,"230.00","0","0","",\N,"230",\N,\N,\N
"9","2010-08-25","420","18",\N,"260.00","0","0","",\N,"260",\N,\N,\N
"10","2010-09-25","436","16",\N,"230.00","0","0","",\N,"230",\N,\N,\N
"11","2010-10-25","nm","-436",\N,"","00.00","00.00","",\N,"0",\N,\N,\N
