"1","2012-12-25","437","0","0","0","0","0","","","0","N/A","2008-01-01","0"
"2","2013-01-25","447","10","","140.00","","","","","140.00","0074156","2013-02-01",""
"3","2013-02-25","455","8","","140.00","","","","","140.00","0159222","2013-03-13",""
"4","2013-03-25","465","10","","140.00","","","","","140.00","0159774","2013-04-08",""
"5","2013-04-25","477","12","","170.00","","","","","170.00","0160276","2013-05-08",""
"6","2013-05-25","488","11","","155.00","","","","","155.00","0337562","2013-06-04",""
"7","2013-06-25","500","12","","170.00","","","","","170.00","0423594","2013-07-17",""
"8","2013-07-25","512","12","","170.00","","","","","170.00","0424721","2013-08-14",""
"9","2013-08-25","522","10","7.00","140.00","","","","","147.00","0567262","2013-09-18",""
"10","2013-09-25","533","11","","155.00","","","","","155.00","0567568","2013-10-02",""
"11","2013-10-25","544","11","0","155.00","0","0","","","155.00","0568645","2013-11-14",\N
"12","2013-11-25","556","12","0","170.00","00.00","00.00","","","170.00","0701286","2013-12-13",\N
"13","2013-12-25","566","10","0","140.00","00.00","00.00","","","140.00","0701618","2014-01-07",\N
