"1","2012-12-27","112","0","0","0","0","0","","","0","N/A","2013-01-01","0"
"2","2013-01-27","127","15","10.75","215.00","","","","","225.75","0158932","2013-03-04",""
"3","2013-02-27","139","12","8.50","170.00","","","","","178.50","0159136","2013-02-22",""
"4","2013-03-27","156","17","12.25","245.00","","","","","257.25","0160695","2013-05-17",""
"5","2013-04-27","173","17","","245.00","","","","","245","0160695","2013-05-17",""
"6","2013-05-27","190","17","","245.00","","","","","245.00","0337673","2013-06-11",""
"7","2013-06-27","212","22","","322.00","","","","","322.00","0423704","2013-07-19",""
"8","2013-07-27","233","21","","306.00","","","","","306","0424585","2013-08-12",""
"9","2013-08-27","256","23","","338.00","","","","","338","0566863","2013-09-16",""
"10","2013-09-27","286","30","","450.00","","","","","450.00","0567989","2013-10-16",""
"11","2013-10-27","317","31","0","467.00","0","0","","","467.00","0676962","2013-11-18",\N
"12","2013-11-27","346","29","0","434.00","00.00","00.00","","","434.00","0701251","2013-12-12",\N
"13","2013-11-27","346","29","0","434.00","00.00","00.00","","","434.00","0701251","2013-12-12",\N
"14","2013-12-27","370","24","0","354.00","00.00","00.00","","","354.00","0702380","2014-01-16",\N
