"1","2012-12-26","970","0","0","0","0","0","",\N,"0","N/A","2013-01-01","0"
"2","2013-01-26","985","15","10.75","215.00","","","","","225.75","0423619","2013-07-17",""
"3","2013-02-26","1001","16","11.50","230.00","","","","","241.50","0423620","2013-07-17",""
"4","2013-03-26","1016","15","10.75","215.00","","","","","225.75","0423842","2013-07-25",""
"5","2013-04-26","1037","21","15.30","306.00","","","","","321.30","0423842","2013-07-25",""
"6","2013-05-26","1058","21","15.30","306.00","","","","","321.30","0424345","2013-08-06",""
"7","2013-06-26","1079","21","15.30","306.00","","","","","321.30","0567026","2013-09-12",""
"8","2013-07-26","1097","112","92.20","1844.00","","","","","1936.20","0567026","2013-09-12",""
"9","2013-08-26","1111","14","10","200.00","0","0","",\N,"210.00","0676782","2013-11-15",\N
"10","2013-09-26","1128","17","","245.00","0","0","",\N,"245.00","0676782","2013-11-15",""
"11","2013-10-26","1151","23","16.9","338.00","0","0","",\N,"354.90","0702272","2014-01-10",\N
"12","2013-11-26","1169","18",\N,"260.00","00.00","00.00","",\N,"260",\N,\N,\N
"13","2013-12-26","1187","18",\N,"260.00","00.00","00.00","",\N,"260",\N,\N,\N
